Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
SEPULVEDA BL,AT,SF MISSION BL,MAN,EV,March 07 2013,THU,0,0,12746,7294,20040
SEPULVEDA BL,AT,SAN FERNANDO MISSION BL,AUTO,EV,February 06 2013,WED,0,0,12465,10599,23064
SEPULVEDA BL,N/O,MULHOLLAND DR,AUTO,HW,September 15 2011,THU,16655,7283,,,23938
SEPULVEDA BL,S/O,RINALDI ST,AUTO,EV,March 12 2013,TUE,0,0,17565,7989,25554
SEPULVEDA BL,N/O,VALLEY VISTA BL,AUTO,EV,March 13 2013,WED,0,0,12940,13132,26072
SEPULVEDA BL,AT,LASSEN ST,AUTO,EV,August 05 2013,MON,0,0,13644,13018,26662
SEPULVEDA BL,AT,LEMARSH ST,AUTO,EV,August 05 2013,MON,0,0,14340,14530,28870
SEPULVEDA BL,AT,GREENLEAF ST,AUTO,EV,August 07 2013,WED,0,0,11281,17782,29063
SEPULVEDA BL,AT,DEVONSHIRE ST,AUTO,EV,August 05 2013,MON,0,0,15275,15109,30384
SEPULVEDA BL,AT,RONALD REGAN FWY,AUTO,CR,September 15 2011,THU,15359,15507,,,30866
SEPULVEDA BL,AT,PLUMMER ST,AUTO,HW,September 15 2011,THU,14476,16608,,,31084
SEPULVEDA BL,S/O,BURBANK BL,AUTO,CR,September 16 2011,FRI,16703,16336,,,33039
SEPULVEDA BL,AT,SAN FERNANDO MISSION BL,AUTO,CR,September 15 2011,THU,15081,18038,,,33119
SEPULVEDA BL,N/O,VENTURA BL,AUTO,HW,September 19 2011,MON,15590,18836,,,34426
SEPULVEDA BL,AT,MORRISON ST,MAN,EV,February 13 2013,WED,0,0,13849,22283,36132
SEPULVEDA BL,AT,GALLERIA GATE WAY,AUTO,EV,August 07 2013,WED,0,0,16909,19610,36519
SEPULVEDA BL,S/O,CLARK ST,AUTO,HW,September 20 2011,TUE,17943,18710,,,36653
SEPULVEDA BL,AT,ORANGE LINE BUSWAY,AUTO,CR,September 15 2011,THU,17784,19122,,,36906
SEPULVEDA BL,AT,TUPPER ST,AUTO,CR,September 13 2011,TUE,14357,22553,,,36910
SEPULVEDA BL,S/O,SATICOY ST,AUTO,EV,March 12 2013,TUE,0,0,17611,19629,37240
SEPULVEDA BL,AT,COHASSET ST,AUTO,EV,August 06 2013,TUE,0,0,18960,18355,37315
SEPULVEDA BL,S/O,SATICOY ST,AUTO,CR,September 16 2011,FRI,17194,20690,,,37884
SEPULVEDA BL,S/O,RINALDI ST,AUTO,HW,September 20 2011,TUE,15581,22368,,,37949
SEPULVEDA BL,N/O,VENTURA BL,AUTO,EV,March 13 2013,WED,0,0,17995,20302,38297
SEPULVEDA BL,AT,OTSEGO ST,AUTO,EV,August 07 2013,WED,0,0,19186,19743,38929
SEPULVEDA BL,N/O,VALLEY VISTA BL,AUTO,HW,September 19 2011,MON,17015,22705,,,39720
SEPULVEDA BL,AT,ARCHWOOD ST,AUTO,EV,August 06 2013,TUE,0,0,20383,20053,40436
SEPULVEDA BL,AT,MAGNOLIA BL,AUTO,EV,August 06 2013,TUE,0,0,21744,18731,40475
SEPULVEDA BL,AT,CHATSWORTH ST,AUTO,HW,September 15 2011,THU,18087,22740,,,40827
SEPULVEDA BL,N/O,MORRISON ST,AUTO,EV,March 13 2013,WED,0,0,19081,22701,41782
SEPULVEDA BL,S/O,HATTERAS ST,AUTO,HW,September 19 2011,MON,20603,21237,,,41840
SEPULVEDA BL,N/O,CLARK ST,AUTO,EV,March 13 2013,WED,0,0,20984,21207,42191
SEPULVEDA BL,AT,DEVONSHIRE ST,AUTO,HW,September 15 2011,THU,21099,22387,,,43486
SEPULVEDA BL,S/O,BURBANK BL,AUTO,EV,March 12 2013,TUE,0,0,21493,22040,43533
SEPULVEDA BL,AT,MORRISON ST,AUTO,CR,September 16 2011,FRI,26043,17794,,,43837
SEPULVEDA BL,AT,NORDHOFF ST,MAN,CR,January 12 2011,WED,24388,21676,,,46065
SEPULVEDA BL,S/O,HATTERAS ST,AUTO,EV,March 12 2013,TUE,0,0,23364,23615,46979
SEPULVEDA BL ,S/O,SAN FERNANDO RD,AUTO ,WV,November 05 2013,MON,0,0,1949,2955,4904
SEPULVEDA BL ,AT,405 FWY N/B ON RAMP N/O GETTY DR,AUTO,WR,October 17 2013,FRI,0,0,12042,9445,21487
SEPULVEDA BL ,AT,118-RONALD REGAN FWY  EB OFF RAMP,AUTO,HW,September 20 2011,TUE,16601,19227,,,35828
SEPULVEDA ST,AT,GRAND AV,AUTO,HW,November 03 2011,THU,16814,19594,,,36408
SERRANO AV,AT,CARLTON WY,MAN,HW,December 17 2013,TUE,0,0,733,827,1560
SERRANO AV,AT,CARLTON WAY,AUTO`,HW,September 26 2013,THU,0,0,1004,976,1980
SESNON BL,W/O,BALBOA BL,AUTO,EV,July 27 2011,WED,,,148,105,253
SESNON BL,E/O,BRONTE PL,AUTO,EV,March 31 2011,THU,3350,1810,,,5160
SESNON BL,E/O,MARCUS DR,MAN,WR,January 28 2013,TUE,20619,15275,0,0,35894
SESNON BL,AT,CLASSICS DR,MAN,HW,December 18 2012,TUE,23319,20309,0,0,43628
SF MISSION BL,AT,COLUMBUS AV,MAN,EV,March 12 2013,TUE,6068,6124,0,0,12192
SF MISSION BL,AT,SEPULVEDA BL,MAN,EV,March 07 2013,THU,5837,8105,0,0,13942
SHELDON ST,E/O,GLENOAKS BL,AUTO,EV,March 27 2014,THU,4922,5575,0,0,10497
SHERMAN WAY ,W/O,LAUREL CANYON BL,AUTO,HW,January 14 2013,MON,0,0,3926,2158,6084
SHERMAN WAY ,AT,WHITAKER AV,AUTO,WV,June 04 2013,TUE,19941,19562,0,0,38503
SHERMAN WAY ,AT,WHITAKER AV,AUTO,WV,June 04 2013,TUE,18941,19562,0,0,38503
SHERMAN WAY ,AT,WHITAKER AV,MAN,WV,June 05 2013,WED,21080,18025,0,0,39105
SHERMAN WY,AT,SEPULVEDA BL,AUT,SR,January 28 2013,MON,0,0,1348,1464,2812
SHERMAN WY,AT,LANKERSHIM BL,MAN,EV,April 27 2011,WED,,,1370,1986,3356
SHERMAN WY,AT,VAN NUYS BL,AUTO,EV,March 30 2011,WED,,,1742,2188,3930
SHOREDALE AV,AT,BLAKE AV,MAN,HW,May 16 2013,THU,0,0,331,348,679
SHORT ST,S/O,W CHANNEL RD,MAN,CR,October 12 2011,WED,9708,6700,,,16408
SHORT ST,AT,BOYLE AV,MAN,CR,October 19 2011,WED,8267,8448,,,16716
SHOUP AV,N/O,LASSEN ST,AUTO,CR,October 24 2011,MON,9283,10534,,,19817
SICHEL ST,AT,NORTH BROADWAY,AUTO,CR,October 24 2011,MON,7826,6820,,,14646
SIERRA BONITA AV,AT,HAWTHORN AV,AUTO,HW,May 14 2014,WED,0,0,913,482,1395
SIERRA VILL DR,AT,COLORADO BL,AUTO,CR,October 24 2011,MON,7688,7508,,,15196
SIERRA VILLA DR,AT,COLORADO BL,MAN,CR,February 14 2013,THU,0,0,5971,486,6457
SIERRA VILLA DR,AT,COLORADO BL,AUTO,CR,October 27 2011,THU,7600,6921,,,14521
SILVERLAKE BL,AT,PARKMAN AV,AUTO,WV,August 04 2011,THU,78,75,,,153
SILVERLAKE BL,AT,RESERVOIR ST,AUTO,WR,January 25 2011,TUE,,,149,177,326
SILVERLAKE BL,AT,SCOTT PL,AUTO,WV,July 25 2011,MON,,,295,220,515
SILVERLAKE BL,AT,ARMSTRONG AV,AUTO,CR,March 01 2011,TUE,,,335,472,807
SILVERLAKE BL,AT,BELLEVUE AV,AUTO,WR,August 25 2011,THU,333,574,,,907
SILVERLAKE BL,AT,W SILVERLAKE DR,AUTO,WR,August 25 2011,THU,373,642,,,1015
SILVERLAKE BL,AT,VENDOME ST,AUTO,WR,August 25 2011,THU,700,963,,,1663
SILVERLAKE BL,E/O,VIRGIL AV,AUTO,WR,August 25 2011,THU,2068,2013,,,4081
SILVERLAKE BL,AT,GLENDALE BL,MAN,CR,September 28 2011,WED,,,5591,,5591
SILVERLAKE BL,AT,DUANE ST,AUTO,EV,May 04 2011,WED,4193,2819,,,7012
SILVERLAKE BL,AT,EARL ST,AUTO,CR,March 01 2011,TUE,,,4297,4367,8664
SILVERLAKE BL,AT,SWAN PL,AUTO,CR,March 01 2011,TUE,,,5645,3930,9575
SILVERLAKE BL,AT,EFFIE ST,AUTO,WV,January 16 2013,WED,0,0,16360,15790,32150
SIMONDS ST,W/O,WOODLEY AV,AUTO,EV,January 10 2011,MON,,,7098,6376,13474
SLAUSON  AV,AT,HARBOR FWY N/B RAMP,AUTO,WV,July 14 2011,THU,35,42,,,77
SLAUSON AV,AT,HARBOR FWY S/B RAMP,AUTO,WR,January 26 2011,WED,,,80,102,182
SLAUSON AV,AT,VERDUN AV,MAN,CR,June 15 2011,WED,,,1062,,1062
SLAUSON AV,AT,BROADWAY,AUTO,WV,March 01 2011,TUE,,,1739,687,2426
SLAUSON AV,AT,CRENSHAW BL,AUTO,CR,June 20 2011,MON,,,1358,1103,2461
SLAUSON AV,AT,WESTERN AV,AUTO,WV,July 12 2011,TUE,,,1228,1252,2480
SLAUSON AV,AT,HOOVER ST,MAN,CR,May 29 2013,WED,924,1589,0,0,2513
SLAUSON AV,AT,MAIN ST,AUTO,EV,April 07 2011,THU,2184,1581,,,3765
SLAUSON AV,AT,CIMARRON AV  east leg,MAN,CR,June 08 2011,WED,,,2726,3116,5842
SLAUSON AV,AT,NORMANDIE AV,AUTO,WV,March 08 2011,TUE,,,3342,2974,6316
SLAUSON AV,AT,CRENSHAW BL,AUTO,CR,November 02 2011,WED,,,3893,2563,6456
SLAUSON AV,AT,AVALON AV,AUTO,EV,April 14 2011,THU,5872,4569,,,10441
SLAUSON AV,AT,VERDUN AV,MAN,CR,January 07 2013,MON,0,0,5678,5295,10973
SLAUSON AV,AT,NORMANDIE AV,MAN,CR,June 21 2011,TUE,,,8462,5393,13856
SLAUSON AV,AT,MENLO AV,AUTO,CR,June 15 2011,WED,,,8896,6960,15856
SLAUSON AV,AT,BUCKLER AV,MAN,CR,June 24 2011,FRI,,,9797,8467,18264
SLAUSON AV,AT,7 th AV  east leg,AUTO,EV,May 31 2011,TUE,12778,10628,,,23406
SLAUSON AV,AT,ALAMEDA ST,MAN,WV,January 31 2013,THU,0,0,10326,15176,25502
SLAUSON AV,AT,ALSACE AV,AUTO,SR,November 19 2013,TUE,15344,15973,0,0,31317
SLAUSON AV ,AT,ALAMEDA ST,AUTO,HW,July 21 2011,THU,,,505,2085,2590
SLAUSON AV ,AT,VAN NESS AV,MAN,CR,February 22 2011,WED,,,3983,6230,10213
SLAUSON AV ,AT,CENTRAL AV,MAN,SR,April 25 2011,MON,,,7090,6846,13936
SOLANO AV,AT,ACADEMY RD,AUTO,HW,July 22 2011,FRI,,,2023,2876,4899
SOLANO AV,AT,JARVIS ST,AUTO,HW,July 22 2011,FRI,,,2557,3868,6425
SOLANO AV,AT,BOUETT ST,AUTO,HW,July 22 2011,FRI,,,4371,5925,10296
SOMERSET DR,AT,30 th ST,MAN,HW,April 23 2013,TUE,0,0,263,254,517
SOTO ST,AT,OLYMPIC BL,AUTO,HW,July 25 2011,MON,,,3704,5051,8755
SOTO ST,AT,OLYMPIC BL,AUTO,HW,July 25 2011,MON,,,4580,4772,9352
SOTO ST,AT,3rd ST,AUTO,CR,May 05 2014,MON,0,0,11248,10779,22027
SOTO ST,AT,8 th ST,MAN,CR,August 30 2012,THU,0,0,20114,19980,40094
SPRING ST,AT,1st ST,MIO,CR,March 19 2013,TUE,0,0,0,11447,11447
SPRING ST,BTWN,1st ST AND 2nd ST,AUTO,CR,April 24 2014,THU,0,0,0,13157,13157
SPRING ST,AT,3 rd ST,MIO,CR,May 02 2013,THU,0,0,0,13411,13411
SPRING ST,AT,5 th ST,MIO,CR,May 23 2013,THU,0,0,0,14413,14413
ST ANDREWS PL,AT,GAGE AV,AUTO,SR,August 09 2011,TUE,,,12999,6882,19881
ST ANDREWS PL ,AT,VENICE BL,AUTO,HW,April 16 2014,WED,0,0,1071,999,2070
ST GEORGE ST,AT,MONON ST,MAN,HW,August 20 2013,TUE,0,0,3765,3330,7095
STAGG ST,AT,WOODMAN AV,MAN,EV,February 21 2013,THU,578,0,0,0,578
STAGG ST,AT,WOODMAN AV,AUTO,SR,August 09 2011,TUE,,,6783,8030,14813
STOCKER ST,AT,SANTA ROSALIA DR,MAN,SR,March 28 2013,THU,9238,11057,0,0,20295
STONE CANYON RD,AT,CAPELLO WY,AUTO,SR,August 10 2011,WED,,,6640,4743,11383
STONE CANYON RD,AT,LEVICO WY,AUTO,SR,August 10 2011,WED,,,7104,10827,17931
STONE CANYON RD,AT,OTTONE WY,AUTO,SR,August 10 2011,WED,,,11440,6758,18198
STONE CANYON RD,AT,STRATA CORTA RD,AUTO,SR,December 05 2012,WED,,,9431,8813,18244
STRATHERN ST,AT,WHITSETT AV,AUTO,EV,March 10 2011,THU,,,9150,18599,27749
STRATHERN ST,AT,FAIR AV,AUTO,EV,January 05 2011,WED,,,16633,16830,33463
STRATHERN ST,AT,RADFORD ST,AUTO,EV,March 10 2011,THU,,,18807,21610,40417
STRATHERN ST,AT,VINELAND AV,AUTO,EV,March 16 2011,WED,,,23367,19881,43248
STRATHERN ST,AT,CLEON AV,AUTO,EV,March 15 2011,TUE,,,20932,23142,44074
STRATHERN ST,AT,LANKERSHIM BL,AUTO,EV,March 15 2011,TUE,,,23881,21486,45367
STRATHERN ST,AT,LAUREL GROVE AV,AUTO,EV,March 09 2011,WED,,,23815,23335,47150
STRATHERN ST,AT,IRVINE AV,AUTO,EV,March 08 2011,TUE,,,25979,23904,49883
STRATHERN ST,AT,BELLAIRE AV,AUTO,EV,March 09 2011,WED,,,27216,23186,50402
STRATHERN ST,AT,GOLL AV,AUTO,EV,March 08 2011,TUE,,,34077,23796,57873
SUCCESS AV,AT,103 rd ST,MAN,SR,January 10 2013,THU,0,0,52,987,1039
SUMMERLAND AV,AT,CABRILLO AV,AUT,SR,March 26 2013,TUE,6587,3670,0,0,10257
SUNSET BL,AT,CUSTER AV,AUTO,EV,March 16 2011,WED,4291,6718,,,11009
SUNSET BL,AT,VAN NESS AV,AUTO,EV,March 16 2011,WED,6887,8403,,,15290
SUNSET BL,AT,QUINTERO ST,AUTO,EV,March 22 2011,TUE,9571,10539,,,20110
SUNSET BL,AT,RESERVOIR ST,MAN,EV,March 30 2011,WED,10660,12864,,,23524
SUNSET BL,AT,SANBORN AV,AUTO,EV,March 22 2011,THU,12017,12813,,,24830
SUNSET BL,AT,GLENDALE BL,AUTO,EV,March 29 2011,TUE,11798,13552,,,25350
SUNSET BL,AT,FOUNTAIN AV,MAN,EV,March 17 2011,THU,14215,13928,,,28144
SUNSET BL,AT,MC DUFF ST,AUTO,EV,March 29 2011,TUE,14514,14696,,,29210
SUNSET BL,AT,VENDOME ST,AUTO,EV,March 30 2011,WED,14446,15345,,,29791
SUNSET BL,AT,ALVARADO ST,AUTO,EV,March 30 2011,WED,13894,16398,,,30292
SUNSET BL,AT,ROSEMONT AV,MAN,EV,March 31 2011,THU,13388,18455,,,31843
SUNSET BL,AT,ORANGE DR,AUTO,EV,March 31 2011,THU,14731,17700,,,32431
SUNSET BL,AT,BENTLEY AV (WEST JOG),AUTO,EV,March 31 2011,THU,,,15709,16819,32528
SUNSET BL,AT,BARRINGTON AV,MAN,WR,November 12 2013,TUE,17301,15559,0,0,32860
SUNSET BL,AT,MOHAWK ST,AUTO,EV,March 31 2011,THU,,,16336,16807,33143
SUNSET BL,AT,MICHAELTORENA ST,AUTO,EV,March 17 2011,THU,,,17258,16870,34128
SUNSET BL,AT,CORONADO ST,AUTO,EV,March 30 2011,WED,,,17038,17277,34315
SUNSET BL,AT,OCCIDENTAL BL,AUTO,EV,March 30 2011,WED,,,17552,17504,35056
SUNSET BL,AT,BENTLEY AV (WEST JOG),MAN,WR,January 28 2013,TUE,20619,15275,0,0,35894
SUNSET BL,AT,WHITE KNOLL DR,AUTO,EV,March 29 2011,TUE,,,18136,18428,36564
SUNSET BL,AT,ECHO PARK AV,AUTO,EV,March 29 2011,TUE,,,18322,19107,37429
SUNSET BL,AT,BARRINGTON AV,AUTO,WR,September 05 2013,THU,20268,17950,0,0,38218
SUNSET BL,AT,INNES ST,AUTO,EV,March 17 2011,THU,,,21552,16773,38325
SUNSET BL,AT,EDGECLIFF DR,AUTO,EV,March 16 2011,WED,,,21082,18402,39484
SUNSET BL,AT,ORANGE BL,MAN,HW,December 18 2012,TUE,23319,20308,0,0,43627
SUNSWEPT DR,N/O,VANETTA DR,AUTO,EV,April 01 2011,FRI,15625,16996,,,32621
SUPERIOR ST,AT,WILBUR AV,MAN,WV,November 13 2013,WED,113,437,0,0,550
SYCAMORE AV,AT,LEXINGTON AV,AUTO,HW,April 16 2014,WED,0,0,1583,976,2559
SYCAMORE AV ,AT,LA BREA AV,MAN,HW,May 08 2013,WED,247,103,0,0,350
SYLVAN ST,AT,LAUREL CANYON BL,MAN,EV,June 25 2013,TUE,754,1048,0,0,1802
SYLVAN ST,AT,VAN NUYS BL,AUTO,EV,April 01 2011,FRI,16750,18374,,,35124
TALMADGE ST,AT,FRANKLIN AV,MAN,HW,January 31 2013,THU,0,0,3800,2573,6373
TALMADGE ST,AT,FRANKLIN AV,AUTO,EV,April 05 2011,TUE,14891,15530,,,30421
TALMADGE ST,AT,FRANKLIN AV,MAN,EV,April 05 2011,TUE,14586,19348,,,33934
TAMPA AV,AT,HATTERAS ST,AUTO,EV,April 05 2011,TUE,13194,13623,,,26817
TAMPA AV,AT,HATTERAS ST,MAN,WV,February 20 2013,WED,0,0,12617,14227,26844
TAPER AV,AT,WESTMONT DR,AUT,SR,May 08 2013,TUE,0,0,1727,1597,3324
TAPER AV,AT,WESTMONT DR,AUTO,EV,April 06 2011,WED,,,16594,18793,35387
TELFAIR AV,AT,VAN NUYS BL,AUTO,EV,April 06 2011,WED,,,12278,13358,25636
TELFAIR AV,AT,VAN NUYS BL,AUTO,EV,April 06 2011,WED,,,17883,17971,35854
TEMPLE ST,AT,ALAMEDA ST,MAN,CR,February 19 2014,WED,1528,4138,0,0,5666
TEMPLE ST,AT,ALAMEDA ST,MAN,CR,January 16 2014,THU,2801,6126,0,0,8927
TEMPLE ST,AT,ALAMEDA ST,AUTO,CR,January 15 2014,WED,2608,7629,0,0,10237
TEMPLE ST,AT,OCCIDENTAL BL,AUTO,HW,March 20 2014,THU,9927,11254,0,0,21181
TEMPLE ST,AT,PATTON ST,AUTO,EV,April 07 2011,THU,,,12291,12710,25001
TEMPLE ST,AT,JUDGE JOHN AISO ST,AUTO,EV,April 12 2011,TUE,,,14681,12410,27091
TEMPLE ST,AT,LAVETA TER,MAN,EV,April 07 2011,THU,12469,16652,,,29121
TEMPLE ST,AT,MAIN ST,AUTO,EV,April 12 2011,TUE,,,17214,18550,35764
TEMPLE ST,AT,FREMONT AV,AUTO,EV,April 12 2011,TUE,,,18085,18512,36597
TEMPLE ST, AT ,SPRING ST,AUTO,EV,April 12 2011,TUE,,,18744,19231,37975
TEVIOT ST,AT,BRIER AV,MAN,HW,August 27 2013,TUE,0,0,202,402,604
THORNBURN ST,AT,KNOWLTON PL,AUTO,EV,April 12 2011,TUE,,,13031,14533,27564
THORNBURN ST,AT,RAMSGATE AV,AUTO,EV,April 13 2011,WED,,,16308,16538,32846
THORNBURN ST,W/O,LA CIENEGA BL,AUTO,EV,April 13 2011,WED,,,16491,17701,34192
THORNBURN ST,E/O,LA TIJERA BL,AUTO,EV,April 13 2011,WED,,,18264,16501,34765
THOUSAND OAKS DR,E/O,MCGROARTY ST,AUTO,EV,April 13 2011,WED,,,18462,18570,37032
TILDEN AV,N/O,ROSE AV,AUTO,EV,April 14 2011,THU,,,19507,18751,38258
TITIAN AV,S/O,OROZCO ST,AUTO,EV,April 14 2011,THU,,,19625,16520,36145
TITUS ST,AT,VAN NUYS BL,AUTO,EV,April 14 2011,THU,,,18929,19636,38565
TOPANGA CANYON BL,N/O,MULHOLLAND DR,MAN,EV,April 26 2011,TUE,11771,14340,,,26111
TOWNSEND AV,AT,WALDRAN AV,AUTO,EV,April 27 2011,WED,11212,12782,,,23994
TOWNSEND AV,AT,LAS FLORES DR,AUTO,EV,April 27 2011,WED,11911,12471,,,24382
TOWNSEND AV,AT,GRANDOLA  AV,MAN,EV,April 26 2011,TUE,12420,11985,,,24405
TOWNSEND AV  west leg,AT,COLORADO BL,MAN,EV,April 27 2011,WED,14422,13097,,,27519
TUJUNGA AV,AT,WOODBRIDGE ST,MAN,EV,May 23 2013,THU,,,6399,4157,10556
TUJUNGA AV,N/O,VENTURA BL,AUTO,EV,September 05 2013,THU,0,0,5666,4961,10627
TUJUNGA AV,AT,AQUA VISTA ST,AUTO,EV,September 05 2013,THU,0,0,5689,5166,10855
TUJUNGA AV,AT,WOODBRIDGE ST,AUTO,EV,September 05 2013,THU,0,0,6456,6145,12601
TUJUNGA AV,S/O,SHERMAN WY,AUTO,EV,April 28 2011,THU,11784,12276,,,24060
TULSA ST,W/O,TOPANGA CANYON BL,MAN,EV,April 28 2011,THU,12497,12674,,,25171
TUNNEY AV,AT,DEVONSHIRE ST,MAN,WV,March 06 2013,WED,0,0,376,5678,6054
TUNNEY AV,AT,DEVONSHIRE ST,MAN,EV,May 03 2011,TUE,8982,9480,,,18462
TUPPER ST,AT,VAN NUYS BL,MAN,EV,May 04 2011,WED,,,10958,17912,28870
TUXFORD ST,AT,LANKERSHIM BL,AUTO,EV,May 04 2011,WED,,,20587,19349,39936
TYBURN ST,AT,LA CLEDE AV,MAN,HW,June 12 2013,WED,0,0,355,378,733
UNION AV,AT,14 th ST,MAN,CR,January 07 2013,MON,0,0,5678,5295,10973
UNION AV,AT,WILSHIRE BL,MAN,EV,May 05 2011,THU,11043,11259,,,22302
UNION AV,AT,22 nd AV,MAN,EV,May 10 2011,TUE,,,14088,11907,25996
UNION AV,AT,WILSHIRE BL,AUTO,EV,May 05 2011,THU,,,21337,21324,42661
UNION AV,AT,BEVERLY BL,AUTO,EV,May 04 2011,WED,,,20028,23267,43295
UNION AV,AT,7 th ST,AUTO,EV,May 05 2011,THU,,,26131,20750,46881
UNION ST,AT,14 th ST,AUTO,EV,May 11 2011,WED,,,20424,17456,37880
VALENCIA ST,S/O,JAMES M. WOOD BL,AUTO,EV,May 12 2011,THU,,,20851,20845,41696
VALENCIA ST,AT,JAMES M WOOD BL,MAN,EV,May 12 2011,THU,,,23622,18572,42194
VALERIO ST,AT,VAN NUYS BL,AUTO,EV,May 12 2011,THU,,,17507,22563,40070
VALLEY BL,AT,VINEBURN AV,MAN,CR,July 24 2013,WED,303,226,0,0,529
VALLEY BL,AT,MARIONDALE AV,MAN,CR,March 06 2014,THU,0,766,0,0,766
VALLEY BL,AT,SAN PABLO ST,MAN,CR,July 10 2013,WED,834,541,0,0,1375
VALLEY BL,AT,BOCA AV,MAN,CR,July 18 2013,THU,703,1981,0,0,2684
VALLEY CIRCLE BL,AT,JENSEN DR,MAN,WV,February 27 2014,THU,0,0,7417,6589,14006
VALLEY CIRCLE BL,AT,DEVONSHIRE ST,MAN,EV,May 17 2011,TUE,10977,11661,,,22638
VALLEY CIRCLE BL,AT,HIGHLANDER RD,MAN,WV,October 24 2013,THU,0,0,10897,13567,24464
VALLEY CIRCLE BL,AT,CALVERT ST,MAN,WV,May 19 2011,THU,,,12772,11757,24529
VALLEY CIRCLE BL,AT,CALVERT ST,MAN,WV,January 31 2013,THU,0,0,10326,15176,25502
VALLEY CIRCLE BL,AT,PLUMMER ST,AUTO,EV,May 19 2011,THU,24055,19880,,,43935
VALLEY CIRCLE BL,S/O,DEVONSHIRE ST,AUTO,EV,May 19 2011,THU,22658,24164,,,46822
VALLEY VISTA BL,AT,CAMINO DE LA COMBRE,MAN,EV,February 26 2014,WED,2014,2162,0,0,4176
VALLEY VISTA BL,AT,VAN NUYS BL,MAN,EV,April 24 2013,WED,5431,2221,0,0,7652
VALPARAISO ST,S/O,NATIONAL PL,MAN,EV,May 24 2011,TUE,4016,6148,,,10164
VAN NESS AV,AT,FRANKLIN AV,MAN,HW,March 11 2014,TUE,0,0,362,350,712
VAN NESS AV,AT,4 th ST,MAN,HW,April 08 2014,TUE,0,0,315,400,715
VAN NESS AV,AT,5th ST,MAN,HW,April 15 2014,TUE,0,0,580,364,944
VAN NESS AV,AT,FRANKLIN AV,AUTO,HW,May 08 2014,THU,0,0,716,625,1341
VAN NESS AV,AT,SLAUSON AV,AUTO,HW,August 17 2011,WED,718,809,,,1527
VAN NESS AV,AT,1 st ST,AUTO,EV,October 27 2011,THU,712,4698,,,5410
VAN NESS AV,AT,3 rd ST,AUTO,HW,July 25 2011,MON,6124,3447,,,9571
VAN NESS AV,AT,67th ST,AUTO,SR,May 23 2013,THU,0,0,6615,6893,13508
VAN NESS AV,AT,FLORENCE AV,AUTO,SR,May 23 2013,THU,0,0,7595,7805,15400
VAN NESS AV,AT,76th ST,AUTO,SR,May 23 2013,THU,0,0,7843,7943,15786
VAN NESS AV,AT,FLORENCE AV,MAN,SR,September 04 2013,WED,0,0,9677,6230,15907
VAN NESS AV,AT,76 th ST,AUTO,EV,April 26 2011,TUE,,,12644,14993,27637
VAN NESS AV,AT,MELROSE AV,AUTO,EV,November 14 2011,MON,12988,14838,,,27826
VAN NESS AV,AT,ROSEWOOD AV,AUTO,EV,November 15 2011,TUE,18393,14827,,,33220
VAN NESS AV,AT,GAGE AV,AUTO,EV,November 17 2011,THU,,,17114,18177,35291
VAN NESS AV,AT,73 rd ST,AUTO,EV,November 21 2011,MON,,,18796,16854,35650
VAN NESS AV,AT,65 th PL,MAN,EV,May 31 2011,TUE,,,19145,18095,37240
VAN NESS AV,AT,SUNSET BL,MAN,EV,May 26 2011,THU,,,18351,19714,38065
VAN NESS AV,AT,60 th ST,AUTO,EV,November 17 2011,THU,16898,22704,,,39602
VAN NESS AV,AT,67 th ST,AUTO,EV,November 21 2011,MON,,,20749,18881,39630
VAN NESS AV,AT,SANTA MONICA BL,AUTO,EV,November 16 2011,WED,,,22715,20293,43008
VAN NESS AV,AT,LEMON GROVE AV,AUTO,EV,November 16 2011,WED,,,26893,27854,54747
VAN NUYS BL,AT,CANTERBURY AV,AUTO,WR,January 25 2011,TUE,104,102,,,206
VAN NUYS BL,S/O,SHERMAN WY,MAN,WV,January 08 2013,TUE,0,0,550,85,635
VAN NUYS BL,AT,PARTHENIA ST,MAN,SR,January 27 2011,THU,,,244,573,818
VAN NUYS BL,AT,AMBOY AV,AUTO,HW,June 22 2011,WED,1646,,,,1646
VAN NUYS BL,AT,KLING ST,AUTO,EV,April 14 2011,THU,,,707,2584,3291
VAN NUYS BL,AT,GLADSTONE AV,AUTO,HW,June 22 2011,WED,2269,1947,,,4216
VAN NUYS BL,AT ,VALLEY VISTA BL,MAN,EV,April 24 2013,WED,0,0,0,4637,4637
VAN NUYS BL,AT,MOORPARK ST,AUTO,WV,February 22 2011,TUE,4154,3198,,,7352
VAN NUYS BL,AT,VENTURA FWY E/B RAMPS,AUTO,WV,February 22 2011,TUE,4890,3940,,,8830
VAN NUYS BL,AT,MALL DWY  bet ROSCOE & CHASE,AUTO,SR,November 15 2011,TUE,,,5157,6444,11601
VAN NUYS BL,AT,NORDHOFF ST,AUTO,EV,March 10 2011,THU,,11629,,,11629
VAN NUYS BL,AT,VENTURA FWY W/B RAMPS,AUTO,WV,February 22 2011,TUE,6200,6445,,,12645
VAN NUYS BL,AT,ARLETA AV,MAN,CR,August 31 2011,WED,5671,7024,,,12695
VAN NUYS BL,AT,DRONFIELD AV,AUTO,WV,February 24 2011,THU,7127,6728,,,13855
